# energy dos
-6.080949999999999989e+01 0.000000000000000000e+00
-6.072039999999999793e+01 0.000000000000000000e+00
-6.063129999999999598e+01 0.000000000000000000e+00
-6.054219999999999402e+01 0.000000000000000000e+00
-6.045309999999999917e+01 0.000000000000000000e+00
-6.036399999999999721e+01 0.000000000000000000e+00
-6.027489999999999526e+01 0.000000000000000000e+00
-6.018580000000000041e+01 0.000000000000000000e+00
-6.009669999999999845e+01 0.000000000000000000e+00
-6.000759999999999650e+01 0.000000000000000000e+00
-5.991849999999999454e+01 0.000000000000000000e+00
-5.982939999999999969e+01 0.000000000000000000e+00
-5.974029999999999774e+01 0.000000000000000000e+00
-5.965119999999999578e+01 0.000000000000000000e+00
-5.956219999999999715e+01 0.000000000000000000e+00
-5.947309999999999519e+01 0.000000000000000000e+00
-5.938400000000000034e+01 0.000000000000000000e+00
-5.929489999999999839e+01 0.000000000000000000e+00
-5.920579999999999643e+01 0.000000000000000000e+00
-5.911669999999999447e+01 0.000000000000000000e+00
-5.902759999999999962e+01 0.000000000000000000e+00
-5.893849999999999767e+01 0.000000000000000000e+00
-5.884939999999999571e+01 0.000000000000000000e+00
-5.876029999999999376e+01 0.000000000000000000e+00
-5.867119999999999891e+01 0.000000000000000000e+00
-5.858209999999999695e+01 0.000000000000000000e+00
-5.849299999999999500e+01 0.000000000000000000e+00
-5.840390000000000015e+01 0.000000000000000000e+00
-5.831479999999999819e+01 0.000000000000000000e+00
-5.822569999999999624e+01 0.000000000000000000e+00
-5.813659999999999428e+01 0.000000000000000000e+00
-5.804749999999999943e+01 0.000000000000000000e+00
-5.795839999999999748e+01 0.000000000000000000e+00
-5.786929999999999552e+01 0.000000000000000000e+00
-5.778020000000000067e+01 0.000000000000000000e+00
-5.769109999999999872e+01 0.000000000000000000e+00
-5.760199999999999676e+01 0.000000000000000000e+00
-5.751289999999999480e+01 0.000000000000000000e+00
-5.742379999999999995e+01 0.000000000000000000e+00
-5.733469999999999800e+01 0.000000000000000000e+00
-5.724559999999999604e+01 0.000000000000000000e+00
-5.715649999999999409e+01 0.000000000000000000e+00
-5.706749999999999545e+01 0.000000000000000000e+00
-5.697840000000000060e+01 0.000000000000000000e+00
-5.688929999999999865e+01 0.000000000000000000e+00
-5.680019999999999669e+01 0.000000000000000000e+00
-5.671109999999999474e+01 0.000000000000000000e+00
-5.662199999999999989e+01 0.000000000000000000e+00
-5.653289999999999793e+01 0.000000000000000000e+00
-5.644379999999999598e+01 0.000000000000000000e+00
-5.635469999999999402e+01 0.000000000000000000e+00
-5.626559999999999917e+01 0.000000000000000000e+00
-5.617649999999999721e+01 0.000000000000000000e+00
-5.608739999999999526e+01 0.000000000000000000e+00
-5.599830000000000041e+01 0.000000000000000000e+00
-5.590919999999999845e+01 0.000000000000000000e+00
-5.582009999999999650e+01 0.000000000000000000e+00
-5.573099999999999454e+01 0.000000000000000000e+00
-5.564189999999999969e+01 0.000000000000000000e+00
-5.555279999999999774e+01 0.000000000000000000e+00
-5.546369999999999578e+01 0.000000000000000000e+00
-5.537459999999999383e+01 0.000000000000000000e+00
-5.528549999999999898e+01 0.000000000000000000e+00
-5.519639999999999702e+01 0.000000000000000000e+00
-5.510729999999999507e+01 0.000000000000000000e+00
-5.501820000000000022e+01 0.000000000000000000e+00
-5.492909999999999826e+01 0.000000000000000000e+00
-5.483999999999999631e+01 0.000000000000000000e+00
-5.475089999999999435e+01 0.000000000000000000e+00
-5.466179999999999950e+01 0.000000000000000000e+00
-5.457269999999999754e+01 0.000000000000000000e+00
-5.448369999999999891e+01 0.000000000000000000e+00
-5.439459999999999695e+01 0.000000000000000000e+00
-5.430549999999999500e+01 0.000000000000000000e+00
-5.421640000000000015e+01 0.000000000000000000e+00
-5.412729999999999819e+01 0.000000000000000000e+00
-5.403819999999999624e+01 0.000000000000000000e+00
-5.394909999999999428e+01 0.000000000000000000e+00
-5.385999999999999943e+01 0.000000000000000000e+00
-5.377089999999999748e+01 0.000000000000000000e+00
-5.368179999999999552e+01 0.000000000000000000e+00
-5.359270000000000067e+01 0.000000000000000000e+00
-5.350359999999999872e+01 0.000000000000000000e+00
-5.341449999999999676e+01 0.000000000000000000e+00
-5.332539999999999480e+01 0.000000000000000000e+00
-5.323629999999999995e+01 0.000000000000000000e+00
-5.314719999999999800e+01 0.000000000000000000e+00
-5.305809999999999604e+01 0.000000000000000000e+00
-5.296899999999999409e+01 0.000000000000000000e+00
-5.287989999999999924e+01 0.000000000000000000e+00
-5.279079999999999728e+01 0.000000000000000000e+00
-5.270169999999999533e+01 0.000000000000000000e+00
-5.261260000000000048e+01 0.000000000000000000e+00
-5.252349999999999852e+01 0.000000000000000000e+00
-5.243439999999999657e+01 0.000000000000000000e+00
-5.234529999999999461e+01 0.000000000000000000e+00
-5.225619999999999976e+01 0.000000000000000000e+00
-5.216709999999999781e+01 0.000000000000000000e+00
-5.207799999999999585e+01 0.000000000000000000e+00
-5.198899999999999721e+01 0.000000000000000000e+00
-5.189989999999999526e+01 0.000000000000000000e+00
-5.181080000000000041e+01 0.000000000000000000e+00
-5.172169999999999845e+01 0.000000000000000000e+00
-5.163259999999999650e+01 0.000000000000000000e+00
-5.154349999999999454e+01 0.000000000000000000e+00
-5.145439999999999969e+01 0.000000000000000000e+00
-5.136529999999999774e+01 0.000000000000000000e+00
-5.127619999999999578e+01 0.000000000000000000e+00
-5.118709999999999383e+01 0.000000000000000000e+00
-5.109799999999999898e+01 0.000000000000000000e+00
-5.100889999999999702e+01 0.000000000000000000e+00
-5.091979999999999507e+01 0.000000000000000000e+00
-5.083070000000000022e+01 0.000000000000000000e+00
-5.074159999999999826e+01 0.000000000000000000e+00
-5.065249999999999631e+01 0.000000000000000000e+00
-5.056339999999999435e+01 0.000000000000000000e+00
-5.047429999999999950e+01 0.000000000000000000e+00
-5.038519999999999754e+01 0.000000000000000000e+00
-5.029609999999999559e+01 0.000000000000000000e+00
-5.020700000000000074e+01 0.000000000000000000e+00
-5.011789999999999878e+01 0.000000000000000000e+00
-5.002879999999999683e+01 0.000000000000000000e+00
-4.993969999999999487e+01 0.000000000000000000e+00
-4.985060000000000002e+01 0.000000000000000000e+00
-4.976149999999999807e+01 0.000000000000000000e+00
-4.967239999999999611e+01 0.000000000000000000e+00
-4.958329999999999416e+01 0.000000000000000000e+00
-4.949419999999999931e+01 0.000000000000000000e+00
-4.940520000000000067e+01 0.000000000000000000e+00
-4.931609999999999872e+01 0.000000000000000000e+00
-4.922699999999999676e+01 0.000000000000000000e+00
-4.913789999999999480e+01 0.000000000000000000e+00
-4.904879999999999995e+01 0.000000000000000000e+00
-4.895969999999999800e+01 0.000000000000000000e+00
-4.887059999999999604e+01 0.000000000000000000e+00
-4.878149999999999409e+01 0.000000000000000000e+00
-4.869239999999999924e+01 0.000000000000000000e+00
-4.860329999999999728e+01 0.000000000000000000e+00
-4.851419999999999533e+01 0.000000000000000000e+00
-4.842510000000000048e+01 0.000000000000000000e+00
-4.833599999999999852e+01 0.000000000000000000e+00
-4.824689999999999657e+01 0.000000000000000000e+00
-4.815779999999999461e+01 0.000000000000000000e+00
-4.806869999999999976e+01 0.000000000000000000e+00
-4.797959999999999781e+01 0.000000000000000000e+00
-4.789049999999999585e+01 0.000000000000000000e+00
-4.780139999999999390e+01 0.000000000000000000e+00
-4.771229999999999905e+01 0.000000000000000000e+00
-4.762319999999999709e+01 0.000000000000000000e+00
-4.753409999999999513e+01 0.000000000000000000e+00
-4.744500000000000028e+01 0.000000000000000000e+00
-4.735589999999999833e+01 0.000000000000000000e+00
-4.726679999999999637e+01 0.000000000000000000e+00
-4.717769999999999442e+01 0.000000000000000000e+00
-4.708859999999999957e+01 0.000000000000000000e+00
-4.699949999999999761e+01 0.000000000000000000e+00
-4.691049999999999898e+01 0.000000000000000000e+00
-4.682139999999999702e+01 0.000000000000000000e+00
-4.673229999999999507e+01 0.000000000000000000e+00
-4.664320000000000022e+01 0.000000000000000000e+00
-4.655409999999999826e+01 0.000000000000000000e+00
-4.646499999999999631e+01 0.000000000000000000e+00
-4.637589999999999435e+01 0.000000000000000000e+00
-4.628679999999999950e+01 0.000000000000000000e+00
-4.619769999999999754e+01 0.000000000000000000e+00
-4.610859999999999559e+01 0.000000000000000000e+00
-4.601950000000000074e+01 0.000000000000000000e+00
-4.593039999999999878e+01 0.000000000000000000e+00
-4.584129999999999683e+01 0.000000000000000000e+00
-4.575219999999999487e+01 0.000000000000000000e+00
-4.566310000000000002e+01 0.000000000000000000e+00
-4.557399999999999807e+01 0.000000000000000000e+00
-4.548489999999999611e+01 0.000000000000000000e+00
-4.539579999999999416e+01 0.000000000000000000e+00
-4.530669999999999931e+01 0.000000000000000000e+00
-4.521759999999999735e+01 0.000000000000000000e+00
-4.512849999999999540e+01 0.000000000000000000e+00
-4.503940000000000055e+01 0.000000000000000000e+00
-4.495029999999999859e+01 0.000000000000000000e+00
-4.486119999999999663e+01 0.000000000000000000e+00
-4.477209999999999468e+01 0.000000000000000000e+00
-4.468299999999999983e+01 0.000000000000000000e+00
-4.459389999999999787e+01 0.000000000000000000e+00
-4.450479999999999592e+01 0.000000000000000000e+00
-4.441569999999999396e+01 0.000000000000000000e+00
-4.432669999999999533e+01 0.000000000000000000e+00
-4.423760000000000048e+01 0.000000000000000000e+00
-4.414849999999999852e+01 0.000000000000000000e+00
-4.405939999999999657e+01 0.000000000000000000e+00
-4.397029999999999461e+01 0.000000000000000000e+00
-4.388119999999999976e+01 0.000000000000000000e+00
-4.379209999999999781e+01 0.000000000000000000e+00
-4.370299999999999585e+01 0.000000000000000000e+00
-4.361389999999999390e+01 0.000000000000000000e+00
-4.352479999999999905e+01 0.000000000000000000e+00
-4.343569999999999709e+01 0.000000000000000000e+00
-4.334659999999999513e+01 0.000000000000000000e+00
-4.325750000000000028e+01 0.000000000000000000e+00
-4.316839999999999833e+01 0.000000000000000000e+00
-4.307929999999999637e+01 0.000000000000000000e+00
-4.299019999999999442e+01 0.000000000000000000e+00
-4.290109999999999957e+01 0.000000000000000000e+00
-4.281199999999999761e+01 0.000000000000000000e+00
-4.272289999999999566e+01 0.000000000000000000e+00
-4.263380000000000081e+01 0.000000000000000000e+00
-4.254469999999999885e+01 0.000000000000000000e+00
-4.245559999999999690e+01 0.000000000000000000e+00
-4.236649999999999494e+01 0.000000000000000000e+00
-4.227740000000000009e+01 0.000000000000000000e+00
-4.218829999999999814e+01 0.000000000000000000e+00
-4.209919999999999618e+01 0.000000000000000000e+00
-4.201009999999999422e+01 0.000000000000000000e+00
-4.192099999999999937e+01 0.000000000000000000e+00
-4.183200000000000074e+01 0.000000000000000000e+00
-4.174289999999999878e+01 0.000000000000000000e+00
-4.165379999999999683e+01 0.000000000000000000e+00
-4.156469999999999487e+01 0.000000000000000000e+00
-4.147560000000000002e+01 0.000000000000000000e+00
-4.138649999999999807e+01 0.000000000000000000e+00
-4.129739999999999611e+01 0.000000000000000000e+00
-4.120829999999999416e+01 0.000000000000000000e+00
-4.111919999999999931e+01 0.000000000000000000e+00
-4.103009999999999735e+01 0.000000000000000000e+00
-4.094099999999999540e+01 0.000000000000000000e+00
-4.085190000000000055e+01 0.000000000000000000e+00
-4.076279999999999859e+01 0.000000000000000000e+00
-4.067369999999999663e+01 0.000000000000000000e+00
-4.058459999999999468e+01 0.000000000000000000e+00
-4.049549999999999983e+01 0.000000000000000000e+00
-4.040639999999999787e+01 0.000000000000000000e+00
-4.031729999999999592e+01 0.000000000000000000e+00
-4.022819999999999396e+01 0.000000000000000000e+00
-4.013909999999999911e+01 0.000000000000000000e+00
-4.004999999999999716e+01 0.000000000000000000e+00
-3.996089999999999520e+01 0.000000000000000000e+00
-3.987180000000000035e+01 0.000000000000000000e+00
-3.978269999999999840e+01 0.000000000000000000e+00
-3.969359999999999644e+01 0.000000000000000000e+00
-3.960449999999999449e+01 0.000000000000000000e+00
-3.951539999999999964e+01 0.000000000000000000e+00
-3.942629999999999768e+01 0.000000000000000000e+00
-3.933719999999999573e+01 0.000000000000000000e+00
-3.924819999999999709e+01 0.000000000000000000e+00
-3.915909999999999513e+01 0.000000000000000000e+00
-3.907000000000000028e+01 0.000000000000000000e+00
-3.898089999999999833e+01 0.000000000000000000e+00
-3.889179999999999637e+01 0.000000000000000000e+00
-3.880269999999999442e+01 0.000000000000000000e+00
-3.871359999999999957e+01 0.000000000000000000e+00
-3.862449999999999761e+01 0.000000000000000000e+00
-3.853539999999999566e+01 0.000000000000000000e+00
-3.844630000000000081e+01 0.000000000000000000e+00
-3.835719999999999885e+01 0.000000000000000000e+00
-3.826809999999999690e+01 0.000000000000000000e+00
-3.817899999999999494e+01 0.000000000000000000e+00
-3.808990000000000009e+01 0.000000000000000000e+00
-3.800079999999999814e+01 0.000000000000000000e+00
-3.791169999999999618e+01 0.000000000000000000e+00
-3.782259999999999422e+01 0.000000000000000000e+00
-3.773349999999999937e+01 0.000000000000000000e+00
-3.764439999999999742e+01 0.000000000000000000e+00
-3.755529999999999546e+01 0.000000000000000000e+00
-3.746620000000000061e+01 0.000000000000000000e+00
-3.737709999999999866e+01 0.000000000000000000e+00
-3.728799999999999670e+01 0.000000000000000000e+00
-3.719889999999999475e+01 0.000000000000000000e+00
-3.710979999999999990e+01 0.000000000000000000e+00
-3.702069999999999794e+01 0.000000000000000000e+00
-3.693159999999999599e+01 0.000000000000000000e+00
-3.684249999999999403e+01 0.000000000000000000e+00
-3.675349999999999540e+01 0.000000000000000000e+00
-3.666440000000000055e+01 0.000000000000000000e+00
-3.657529999999999859e+01 0.000000000000000000e+00
-3.648619999999999663e+01 0.000000000000000000e+00
-3.639709999999999468e+01 0.000000000000000000e+00
-3.630799999999999983e+01 0.000000000000000000e+00
-3.621889999999999787e+01 0.000000000000000000e+00
-3.612979999999999592e+01 0.000000000000000000e+00
-3.604069999999999396e+01 0.000000000000000000e+00
-3.595159999999999911e+01 0.000000000000000000e+00
-3.586249999999999716e+01 0.000000000000000000e+00
-3.577339999999999520e+01 0.000000000000000000e+00
-3.568430000000000035e+01 0.000000000000000000e+00
-3.559519999999999840e+01 0.000000000000000000e+00
-3.550609999999999644e+01 0.000000000000000000e+00
-3.541699999999999449e+01 0.000000000000000000e+00
-3.532789999999999964e+01 0.000000000000000000e+00
-3.523879999999999768e+01 0.000000000000000000e+00
-3.514969999999999573e+01 0.000000000000000000e+00
-3.506059999999999377e+01 0.000000000000000000e+00
-3.497150000000000603e+01 0.000000000000000000e+00
-3.488240000000000407e+01 0.000000000000000000e+00
-3.479330000000000211e+01 0.000000000000000000e+00
-3.470420000000000016e+01 0.000000000000000000e+00
-3.461510000000000531e+01 0.000000000000000000e+00
-3.452600000000000335e+01 0.000000000000000000e+00
-3.443690000000000140e+01 0.000000000000000000e+00
-3.434779999999999944e+01 0.000000000000000000e+00
-3.425880000000000081e+01 0.000000000000000000e+00
-3.416970000000000596e+01 0.000000000000000000e+00
-3.408060000000000400e+01 0.000000000000000000e+00
-3.399150000000000205e+01 0.000000000000000000e+00
-3.390240000000000009e+01 0.000000000000000000e+00
-3.381330000000000524e+01 0.000000000000000000e+00
-3.372420000000000329e+01 0.000000000000000000e+00
-3.363510000000000133e+01 0.000000000000000000e+00
-3.354599999999999937e+01 0.000000000000000000e+00
-3.345690000000000452e+01 0.000000000000000000e+00
-3.336780000000000257e+01 0.000000000000000000e+00
-3.327870000000000061e+01 0.000000000000000000e+00
-3.318960000000000576e+01 0.000000000000000000e+00
-3.310050000000000381e+01 0.000000000000000000e+00
-3.301140000000000185e+01 0.000000000000000000e+00
-3.292229999999999990e+01 0.000000000000000000e+00
-3.283320000000000505e+01 0.000000000000000000e+00
-3.274410000000000309e+01 0.000000000000000000e+00
-3.265500000000000114e+01 0.000000000000000000e+00
-3.256589999999999918e+01 0.000000000000000000e+00
-3.247680000000000433e+01 0.000000000000000000e+00
-3.238770000000000238e+01 0.000000000000000000e+00
-3.229860000000000042e+01 0.000000000000000000e+00
-3.220950000000000557e+01 0.000000000000000000e+00
-3.212040000000000362e+01 0.000000000000000000e+00
-3.203130000000000166e+01 0.000000000000000000e+00
-3.194219999999999970e+01 0.000000000000000000e+00
-3.185310000000000130e+01 0.000000000000000000e+00
-3.176399999999999935e+01 0.000000000000000000e+00
-3.167500000000000071e+01 0.000000000000000000e+00
-3.158590000000000231e+01 0.000000000000000000e+00
-3.149680000000000035e+01 0.000000000000000000e+00
-3.140770000000000195e+01 0.000000000000000000e+00
-3.131859999999999999e+01 0.000000000000000000e+00
-3.122950000000000159e+01 0.000000000000000000e+00
-3.114039999999999964e+01 0.000000000000000000e+00
-3.105130000000000123e+01 0.000000000000000000e+00
-3.096219999999999928e+01 0.000000000000000000e+00
-3.087310000000000088e+01 0.000000000000000000e+00
-3.078400000000000247e+01 0.000000000000000000e+00
-3.069490000000000052e+01 0.000000000000000000e+00
-3.060580000000000211e+01 0.000000000000000000e+00
-3.051670000000000016e+01 0.000000000000000000e+00
-3.042760000000000176e+01 0.000000000000000000e+00
-3.033849999999999980e+01 0.000000000000000000e+00
-3.024940000000000140e+01 0.000000000000000000e+00
-3.016029999999999944e+01 0.000000000000000000e+00
-3.007120000000000104e+01 0.000000000000000000e+00
-2.998209999999999908e+01 0.000000000000000000e+00
-2.989300000000000068e+01 0.000000000000000000e+00
-2.980390000000000228e+01 0.000000000000000000e+00
-2.971480000000000032e+01 0.000000000000000000e+00
-2.962570000000000192e+01 0.000000000000000000e+00
-2.953659999999999997e+01 0.000000000000000000e+00
-2.944750000000000156e+01 0.000000000000000000e+00
-2.935839999999999961e+01 0.000000000000000000e+00
-2.926930000000000121e+01 0.000000000000000000e+00
-2.918030000000000257e+01 0.000000000000000000e+00
-2.909120000000000061e+01 0.000000000000000000e+00
-2.900210000000000221e+01 0.000000000000000000e+00
-2.891300000000000026e+01 0.000000000000000000e+00
-2.882390000000000185e+01 0.000000000000000000e+00
-2.873479999999999990e+01 0.000000000000000000e+00
-2.864570000000000149e+01 0.000000000000000000e+00
-2.855659999999999954e+01 0.000000000000000000e+00
-2.846750000000000114e+01 0.000000000000000000e+00
-2.837839999999999918e+01 0.000000000000000000e+00
-2.828930000000000078e+01 0.000000000000000000e+00
-2.820020000000000238e+01 0.000000000000000000e+00
-2.811110000000000042e+01 0.000000000000000000e+00
-2.802200000000000202e+01 0.000000000000000000e+00
-2.793290000000000006e+01 0.000000000000000000e+00
-2.784380000000000166e+01 0.000000000000000000e+00
-2.775469999999999970e+01 0.000000000000000000e+00
-2.766560000000000130e+01 0.000000000000000000e+00
-2.757649999999999935e+01 0.000000000000000000e+00
-2.748740000000000094e+01 0.000000000000000000e+00
-2.739830000000000254e+01 0.000000000000000000e+00
-2.730920000000000059e+01 0.000000000000000000e+00
-2.722010000000000218e+01 0.000000000000000000e+00
